call_id,chunk_id,speaker,text
20240815_0401,6,CUSTOMER,może
20240815_0401,7,ADVISOR,rozumiem ale oszczędzi pan dużo pieniędzy
20240815_0401,8,CUSTOMER,może faktycznie
20240815_0402,1,ADVISOR,halo dzień dobry tu magdalena lewandowska z banku eurobank rozmawiam z panem/panią marta?
20240815_0402,2,CUSTOMER,tak słucham
20240815_0402,3,ADVISOR,dzwonię w sprawie karta platinium
20240815_0402,4,CUSTOMER,nie mam czasu
20240815_0402,5,ADVISOR,to tylko kilka minut rozmowy proszę posłuchać oferty
20240815_0402,6,CUSTOMER,może
20240815_0402,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0402,8,CUSTOMER,ok przekonał mnie pan
20240815_0403,1,ADVISOR,halo dzień dobry tu magdalena lewandowska z banku santander rozmawiam z panem/panią ewa?
20240815_0403,2,CUSTOMER,tak słucham
20240815_0403,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0403,4,CUSTOMER,nie mam czasu
20240815_0403,5,ADVISOR,ale to naprawdę korzystna oferta proszę posłuchać oferty
20240815_0403,6,CUSTOMER,może
20240815_0403,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0403,8,CUSTOMER,ok przekonał mnie pan
20240815_0404,1,ADVISOR,halo dzień dobry tu monika rutkowska z banku ing rozmawiam z panem/panią jakub?
20240815_0404,2,CUSTOMER,tak słucham
20240815_0404,3,ADVISOR,dzwonię w sprawie limit debetowy
20240815_0404,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0404,5,ADVISOR,to bezpieczne rozwiązanie proszę posłuchać oferty
20240815_0404,6,CUSTOMER,hmm
20240815_0404,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0404,8,CUSTOMER,hmm może warto
20240815_0405,1,ADVISOR,halo dzień dobry tu barbara nowak z banku mbank rozmawiam z panem/panią piotr?
20240815_0405,2,CUSTOMER,tak słucham
20240815_0405,3,ADVISOR,dzwonię w sprawie konto oszczędnościowe
20240815_0405,4,CUSTOMER,już mam podobny produkt
20240815_0405,5,ADVISOR,można to dostosować do pana potrzeb proszę posłuchać oferty
20240815_0405,6,CUSTOMER,nie wiem
20240815_0405,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0405,8,CUSTOMER,może faktycznie
20240815_0406,1,ADVISOR,halo dzień dobry tu sylwia nowakowska z banku volkswagen rozmawiam z panem/panią marta?
20240815_0406,2,CUSTOMER,tak słucham ale jestem w sklepie
20240815_0406,3,ADVISOR,dzwonię w sprawie lokata
20240815_0406,4,CUSTOMER,to za drogie
20240815_0406,5,ADVISOR,rozumiem obawy ale proszę posłuchać to naprawdę warto
20240815_0406,6,CUSTOMER,nie jestem przekonany
20240815_0406,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0406,8,CUSTOMER,ok przekonał mnie pan
20240815_0407,1,ADVISOR,halo dzień dobry tu adam wiśniewski z banku mbank rozmawiam z panem/panią ewa?
20240815_0407,2,CUSTOMER,tak słucham
20240815_0407,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0407,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0407,5,ADVISOR,warto porównać z obecną ofertą to naprawdę warto
20240815_0407,6,CUSTOMER,hmm
20240815_0407,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0407,8,CUSTOMER,ok przekonał mnie pan
20240815_0408,1,ADVISOR,halo dzień dobry tu paweł kowalski z banku handlowy rozmawiam z panem/panią beata?
20240815_0408,2,CUSTOMER,tak słucham ale właśnie jem obiad
20240815_0408,3,ADVISOR,dzwonię w sprawie konto firmowe
20240815_0408,4,CUSTOMER,to za duże zobowiązanie
20240815_0408,5,ADVISOR,rozumiem obawy ale proszę posłuchać to naprawdę warto
20240815_0408,6,CUSTOMER,może
20240815_0408,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0408,8,CUSTOMER,to brzmi lepiej
20240815_0409,1,ADVISOR,halo dzień dobry tu michał rutkowski z banku santander rozmawiam z panem/panią marek?
20240815_0409,2,CUSTOMER,tak słucham
20240815_0409,3,ADVISOR,dzwonię w sprawie refinansowanie
20240815_0409,4,CUSTOMER,nie ufam bankom
20240815_0409,5,ADVISOR,rozumiem obawy ale proszę posłuchać to naprawdę warto
20240815_0409,6,CUSTOMER,może
20240815_0409,7,ADVISOR,rozumiem ale oszczędzi pan dużo pieniędzy
20240815_0409,8,CUSTOMER,hmm może warto
20240815_0410,1,ADVISOR,halo dzień dobry tu monika rutkowska z banku credit agricole rozmawiam z panem/panią beata?
20240815_0410,2,CUSTOMER,tak słucham ale mam gości może później?
20240815_0410,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0410,4,CUSTOMER,już mam podobny produkt
20240815_0410,5,ADVISOR,może pomogę rozwiać wątpliwości może wyjaśnię szczegóły?
20240815_0410,6,CUSTOMER,nie wiem
20240815_0410,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0410,8,CUSTOMER,ok przekonał mnie pan
20240815_0411,1,ADVISOR,halo dzień dobry tu sylwia nowakowska z banku pocztowy rozmawiam z panem/panią piotr?
20240815_0411,2,CUSTOMER,tak słucham ale dziecko płacze może wieczorem?
20240815_0411,3,ADVISOR,dzwonię w sprawie kredyt hipoteczny
20240815_0411,4,CUSTOMER,nie mam czasu
20240815_0411,5,ADVISOR,to bezpieczne rozwiązanie może wyjaśnię szczegóły?
20240815_0411,6,CUSTOMER,nie jestem przekonany
20240815_0411,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0411,8,CUSTOMER,może faktycznie
20240815_0412,1,ADVISOR,halo dzień dobry tu olga król z banku bps rozmawiam z panem/panią maria?
20240815_0412,2,CUSTOMER,tak słucham
20240815_0412,3,ADVISOR,dzwonię w sprawie limit debetowy
20240815_0412,4,CUSTOMER,to za skomplikowane
20240815_0412,5,ADVISOR,warto porównać z obecną ofertą to naprawdę warto
20240815_0412,6,CUSTOMER,może
20240815_0412,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0412,8,CUSTOMER,hmm może warto
20240815_0413,1,ADVISOR,halo dzień dobry tu magdalena lewandowska z banku pekao rozmawiam z panem/panią beata?
20240815_0413,2,CUSTOMER,tak słucham
20240815_0413,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0413,4,CUSTOMER,nie jestem zainteresowany
20240815_0413,5,ADVISOR,ale to naprawdę korzystna oferta może wyjaśnię szczegóły?
20240815_0413,6,CUSTOMER,nie jestem przekonany
20240815_0413,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0413,8,CUSTOMER,to brzmi lepiej
20240815_0414,1,ADVISOR,halo dzień dobry tu magdalena lewandowska z banku bzwbk rozmawiam z panem/panią michał?
20240815_0414,2,CUSTOMER,tak słucham
20240815_0414,3,ADVISOR,dzwonię w sprawie karta platinium
20240815_0414,4,CUSTOMER,już mam podobny produkt
20240815_0414,5,ADVISOR,może wyjaśnię szczegóły to naprawdę warto
20240815_0414,6,CUSTOMER,nie jestem przekonany
20240815_0414,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0414,8,CUSTOMER,to brzmi lepiej
20240815_0415,1,ADVISOR,halo dzień dobry tu marcin dąbrowski z banku getin rozmawiam z panem/panią sebastian?
20240815_0415,2,CUSTOMER,tak słucham
20240815_0415,3,ADVISOR,dzwonię w sprawie refinansowanie
20240815_0415,4,CUSTOMER,to za drogie
20240815_0415,5,ADVISOR,rozumiem obawy ale proszę posłuchać może wyjaśnię szczegóły?
20240815_0415,6,CUSTOMER,nie jestem przekonany
20240815_0415,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0415,8,CUSTOMER,hmm może warto
20240815_0416,1,ADVISOR,halo dzień dobry tu robert mazur z banku credit agricole rozmawiam z panem/panią tomasz?
20240815_0416,2,CUSTOMER,tak słucham
20240815_0416,3,ADVISOR,dzwonię w sprawie konto oszczędnościowe
20240815_0416,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0416,5,ADVISOR,warto porównać z obecną ofertą proszę posłuchać oferty
20240815_0416,6,CUSTOMER,może
20240815_0416,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0416,8,CUSTOMER,hmm może warto
20240815_0417,1,ADVISOR,halo dzień dobry tu grzegorz kowalczyk z banku getin rozmawiam z panem/panią maria?
20240815_0417,2,CUSTOMER,tak słucham ale właśnie jem obiad
20240815_0417,3,ADVISOR,dzwonię w sprawie karta kredytowa
20240815_0417,4,CUSTOMER,to za skomplikowane
20240815_0417,5,ADVISOR,ale to naprawdę korzystna oferta proszę posłuchać oferty
20240815_0417,6,CUSTOMER,może
20240815_0417,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0417,8,CUSTOMER,może faktycznie
20240815_0418,1,ADVISOR,halo dzień dobry tu magdalena lewandowska z banku eurobank rozmawiam z panem/panią marek?
20240815_0418,2,CUSTOMER,tak słucham
20240815_0418,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0418,4,CUSTOMER,mam już kredyt gdzie indziej
20240815_0418,5,ADVISOR,rozumiem obawy ale proszę posłuchać proszę posłuchać oferty
20240815_0418,6,CUSTOMER,może
20240815_0418,7,ADVISOR,rozumiem ale oszczędzi pan dużo pieniędzy
20240815_0418,8,CUSTOMER,hmm może warto
20240815_0419,1,ADVISOR,halo dzień dobry tu rafał nowicki z banku ing rozmawiam z panem/panią katarzyna?
20240815_0419,2,CUSTOMER,tak słucham
20240815_0419,3,ADVISOR,dzwonię w sprawie karta platinium
20240815_0419,4,CUSTOMER,już mam podobny produkt
20240815_0419,5,ADVISOR,może wyjaśnię szczegóły może wyjaśnię szczegóły?
20240815_0419,6,CUSTOMER,może
20240815_0419,7,ADVISOR,rozumiem ale oszczędzi pan dużo pieniędzy
20240815_0419,8,CUSTOMER,może faktycznie
20240815_0420,1,ADVISOR,halo dzień dobry tu katarzyna wiśniewska z banku pko bp rozmawiam z panem/panią maria?
20240815_0420,2,CUSTOMER,tak słucham
20240815_0420,3,ADVISOR,dzwonię w sprawie lokata
20240815_0420,4,CUSTOMER,mam już kredyt gdzie indziej
20240815_0420,5,ADVISOR,to bezpieczne rozwiązanie może wyjaśnię szczegóły?
20240815_0420,6,CUSTOMER,może
20240815_0420,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0420,8,CUSTOMER,może faktycznie
20240815_0421,1,ADVISOR,halo dzień dobry tu olga król z banku getin rozmawiam z panem/panią ewa?
20240815_0421,2,CUSTOMER,tak słucham
20240815_0421,3,ADVISOR,dzwonię w sprawie konto oszczędnościowe
20240815_0421,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0421,5,ADVISOR,rozumiem obawy ale proszę posłuchać może wyjaśnię szczegóły?
20240815_0421,6,CUSTOMER,nie jestem przekonany
20240815_0421,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0421,8,CUSTOMER,to brzmi lepiej
20240815_0422,1,ADVISOR,halo dzień dobry tu robert mazur z banku bzwbk rozmawiam z panem/panią sebastian?
20240815_0422,2,CUSTOMER,tak słucham ale ale właśnie jadę na spotkanie
20240815_0422,3,ADVISOR,dzwonię w sprawie karta kredytowa
20240815_0422,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0422,5,ADVISOR,ale to naprawdę korzystna oferta proszę posłuchać oferty
20240815_0422,6,CUSTOMER,hmm
20240815_0422,7,ADVISOR,rozumiem ale oszczędzi pan dużo pieniędzy
20240815_0422,8,CUSTOMER,hmm może warto
20240815_0423,1,ADVISOR,halo dzień dobry tu paweł kowalski z banku getin rozmawiam z panem/panią paweł?
20240815_0423,2,CUSTOMER,tak słucham
20240815_0423,3,ADVISOR,dzwonię w sprawie konto firmowe
20240815_0423,4,CUSTOMER,już mam podobny produkt
20240815_0423,5,ADVISOR,to bezpieczne rozwiązanie proszę posłuchać oferty
20240815_0423,6,CUSTOMER,może
20240815_0423,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0423,8,CUSTOMER,to brzmi lepiej
20240815_0424,1,ADVISOR,halo dzień dobry tu paweł kowalski z banku millennium rozmawiam z panem/panią maria?
20240815_0424,2,CUSTOMER,tak słucham
20240815_0424,3,ADVISOR,dzwonię w sprawie limit debetowy
20240815_0424,4,CUSTOMER,to za duże zobowiązanie
20240815_0424,5,ADVISOR,to tylko kilka minut rozmowy może wyjaśnię szczegóły?
20240815_0424,6,CUSTOMER,nie wiem
20240815_0424,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0424,8,CUSTOMER,może faktycznie
20240815_0425,1,ADVISOR,halo dzień dobry tu anna kowalska z banku credit agricole rozmawiam z panem/panią paweł?
20240815_0425,2,CUSTOMER,tak słucham
20240815_0425,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0425,4,CUSTOMER,mam już kredyt gdzie indziej
20240815_0425,5,ADVISOR,oferujemy specjalne warunki to naprawdę warto
20240815_0425,6,CUSTOMER,nie jestem przekonany
20240815_0425,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0425,8,CUSTOMER,to brzmi lepiej
20240815_0426,1,ADVISOR,halo dzień dobry tu agnieszka dąbrowska z banku ing rozmawiam z panem/panią paweł?
20240815_0426,2,CUSTOMER,tak słucham ale ale właśnie jadę na spotkanie
20240815_0426,3,ADVISOR,dzwonię w sprawie kredyt hipoteczny
20240815_0426,4,CUSTOMER,nie chcę się zadłużać
20240815_0426,5,ADVISOR,ale to naprawdę korzystna oferta to naprawdę warto
20240815_0426,6,CUSTOMER,hmm
20240815_0426,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0426,8,CUSTOMER,może faktycznie
20240815_0427,1,ADVISOR,halo dzień dobry tu adam wiśniewski z banku millennium rozmawiam z panem/panią marta?
20240815_0427,2,CUSTOMER,tak słucham
20240815_0427,3,ADVISOR,dzwonię w sprawie kredyt hipoteczny
20240815_0427,4,CUSTOMER,nie ufam bankom
20240815_0427,5,ADVISOR,rozumiem obawy ale proszę posłuchać to naprawdę warto
20240815_0427,6,CUSTOMER,może
20240815_0427,7,ADVISOR,rozumiem ale oszczędzi pan dużo pieniędzy
20240815_0427,8,CUSTOMER,może faktycznie
20240815_0428,1,ADVISOR,halo dzień dobry tu justyna kowalczyk z banku handlowy rozmawiam z panem/panią marta?
20240815_0428,2,CUSTOMER,tak słucham ale prowadzę auto nie powinienem rozmawiać
20240815_0428,3,ADVISOR,dzwonię w sprawie konto oszczędnościowe
20240815_0428,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0428,5,ADVISOR,można to dostosować do pana potrzeb może wyjaśnię szczegóły?
20240815_0428,6,CUSTOMER,hmm
20240815_0428,7,ADVISOR,rozumiem ale oszczędzi pan dużo pieniędzy
20240815_0428,8,CUSTOMER,może faktycznie
20240815_0429,1,ADVISOR,halo dzień dobry tu paweł kowalski z banku pekao rozmawiam z panem/panią jan?
20240815_0429,2,CUSTOMER,tak słucham
20240815_0429,3,ADVISOR,dzwonię w sprawie lokata
20240815_0429,4,CUSTOMER,już mam podobny produkt
20240815_0429,5,ADVISOR,może wyjaśnię szczegóły proszę posłuchać oferty
20240815_0429,6,CUSTOMER,nie jestem przekonany
20240815_0429,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0429,8,CUSTOMER,ok przekonał mnie pan
20240815_0430,1,ADVISOR,halo dzień dobry tu magdalena lewandowska z banku santander rozmawiam z panem/panią michał?
20240815_0430,2,CUSTOMER,tak słucham ale dziecko płacze może wieczorem?
20240815_0430,3,ADVISOR,dzwonię w sprawie limit debetowy
20240815_0430,4,CUSTOMER,nie ufam bankom
20240815_0430,5,ADVISOR,może wyjaśnię szczegóły może wyjaśnię szczegóły?
20240815_0430,6,CUSTOMER,nie wiem
20240815_0430,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0430,8,CUSTOMER,to brzmi lepiej
20240815_0431,1,ADVISOR,halo dzień dobry tu agnieszka dąbrowska z banku bzwbk rozmawiam z panem/panią anna?
20240815_0431,2,CUSTOMER,tak słucham ale właśnie jem obiad
20240815_0431,3,ADVISOR,dzwonię w sprawie karta kredytowa
20240815_0431,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0431,5,ADVISOR,może wyjaśnię szczegóły to naprawdę warto
20240815_0431,6,CUSTOMER,nie wiem
20240815_0431,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0431,8,CUSTOMER,może faktycznie
20240815_0432,1,ADVISOR,halo dzień dobry tu marcin dąbrowski z banku alior rozmawiam z panem/panią agnieszka?
20240815_0432,2,CUSTOMER,tak słucham ale mam gości może później?
20240815_0432,3,ADVISOR,dzwonię w sprawie lokata
20240815_0432,4,CUSTOMER,nie chcę się zadłużać
20240815_0432,5,ADVISOR,warto porównać z obecną ofertą proszę posłuchać oferty
20240815_0432,6,CUSTOMER,nie wiem
20240815_0432,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0432,8,CUSTOMER,to brzmi lepiej
20240815_0433,1,ADVISOR,halo dzień dobry tu agnieszka dąbrowska z banku millennium rozmawiam z panem/panią michał?
20240815_0433,2,CUSTOMER,tak słucham
20240815_0433,3,ADVISOR,dzwonię w sprawie refinansowanie
20240815_0433,4,CUSTOMER,nie jestem zainteresowany
20240815_0433,5,ADVISOR,można to dostosować do pana potrzeb proszę posłuchać oferty
20240815_0433,6,CUSTOMER,nie wiem
20240815_0433,7,ADVISOR,rozumiem ale oszczędzi pan dużo pieniędzy
20240815_0433,8,CUSTOMER,może faktycznie
20240815_0434,1,ADVISOR,halo dzień dobry tu anna kowalska z banku millennium rozmawiam z panem/panią ewa?
20240815_0434,2,CUSTOMER,tak słucham
20240815_0434,3,ADVISOR,dzwonię w sprawie refinansowanie
20240815_0434,4,CUSTOMER,nie ufam bankom
20240815_0434,5,ADVISOR,może pomogę rozwiać wątpliwości to naprawdę warto
20240815_0434,6,CUSTOMER,nie wiem
20240815_0434,7,ADVISOR,rozumiem ale oszczędzi pan dużo pieniędzy
20240815_0434,8,CUSTOMER,to brzmi lepiej
20240815_0435,1,ADVISOR,halo dzień dobry tu adam wiśniewski z banku bps rozmawiam z panem/panią marta?
20240815_0435,2,CUSTOMER,tak słucham
20240815_0435,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0435,4,CUSTOMER,nie chcę się zadłużać
20240815_0435,5,ADVISOR,nasze warunki są bardzo konkurencyjne proszę posłuchać oferty
20240815_0435,6,CUSTOMER,może
20240815_0435,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0435,8,CUSTOMER,ok przekonał mnie pan
20240815_0436,1,ADVISOR,halo dzień dobry tu filip lewandowski z banku ing rozmawiam z panem/panią beata?
20240815_0436,2,CUSTOMER,tak słucham
20240815_0436,3,ADVISOR,dzwonię w sprawie konto firmowe
20240815_0436,4,CUSTOMER,nie chcę się zadłużać
20240815_0436,5,ADVISOR,to tylko kilka minut rozmowy to naprawdę warto
20240815_0436,6,CUSTOMER,może
20240815_0436,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0436,8,CUSTOMER,hmm może warto
20240815_0437,1,ADVISOR,halo dzień dobry tu sylwia nowakowska z banku mbank rozmawiam z panem/panią anna?
20240815_0437,2,CUSTOMER,tak słucham
20240815_0437,3,ADVISOR,dzwonię w sprawie refinansowanie
20240815_0437,4,CUSTOMER,nie ufam bankom
20240815_0437,5,ADVISOR,to bezpieczne rozwiązanie to naprawdę warto
20240815_0437,6,CUSTOMER,hmm
20240815_0437,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0437,8,CUSTOMER,to brzmi lepiej
20240815_0438,1,ADVISOR,halo dzień dobry tu justyna kowalczyk z banku bzwbk rozmawiam z panem/panią paweł?
20240815_0438,2,CUSTOMER,tak słucham
20240815_0438,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0438,4,CUSTOMER,już mam podobny produkt
20240815_0438,5,ADVISOR,nasze warunki są bardzo konkurencyjne to naprawdę warto
20240815_0438,6,CUSTOMER,hmm
20240815_0438,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0438,8,CUSTOMER,ok przekonał mnie pan
20240815_0439,1,ADVISOR,halo dzień dobry tu agnieszka dąbrowska z banku credit agricole rozmawiam z panem/panią anna?
20240815_0439,2,CUSTOMER,tak słucham
20240815_0439,3,ADVISOR,dzwonię w sprawie limit debetowy
20240815_0439,4,CUSTOMER,nie chcę się zadłużać
20240815_0439,5,ADVISOR,można to dostosować do pana potrzeb może wyjaśnię szczegóły?
20240815_0439,6,CUSTOMER,nie wiem
20240815_0439,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0439,8,CUSTOMER,może faktycznie
20240815_0440,1,ADVISOR,halo dzień dobry tu magdalena lewandowska z banku handlowy rozmawiam z panem/panią paweł?
20240815_0440,2,CUSTOMER,tak słucham
20240815_0440,3,ADVISOR,dzwonię w sprawie limit debetowy
20240815_0440,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0440,5,ADVISOR,to bezpieczne rozwiązanie może wyjaśnię szczegóły?
20240815_0440,6,CUSTOMER,nie jestem przekonany
20240815_0440,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0440,8,CUSTOMER,może faktycznie
20240815_0441,1,ADVISOR,halo dzień dobry tu michał rutkowski z banku getin rozmawiam z panem/panią ewa?
20240815_0441,2,CUSTOMER,tak słucham
20240815_0441,3,ADVISOR,dzwonię w sprawie lokata
20240815_0441,4,CUSTOMER,nie mam czasu
20240815_0441,5,ADVISOR,warto porównać z obecną ofertą proszę posłuchać oferty
20240815_0441,6,CUSTOMER,nie jestem przekonany
20240815_0441,7,ADVISOR,rozumiem ale oszczędzi pan dużo pieniędzy
20240815_0441,8,CUSTOMER,hmm może warto
20240815_0442,1,ADVISOR,halo dzień dobry tu katarzyna wiśniewska z banku bzwbk rozmawiam z panem/panią adam?
20240815_0442,2,CUSTOMER,tak słucham ale dziecko płacze może wieczorem?
20240815_0442,3,ADVISOR,dzwonię w sprawie konto oszczędnościowe
20240815_0442,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0442,5,ADVISOR,nasze warunki są bardzo konkurencyjne proszę posłuchać oferty
20240815_0442,6,CUSTOMER,może
20240815_0442,7,ADVISOR,rozumiem ale oszczędzi pan dużo pieniędzy
20240815_0442,8,CUSTOMER,może faktycznie
20240815_0443,1,ADVISOR,halo dzień dobry tu robert mazur z banku eurobank rozmawiam z panem/panią ewa?
20240815_0443,2,CUSTOMER,tak słucham
20240815_0443,3,ADVISOR,dzwonię w sprawie kredyt gotówkowy
20240815_0443,4,CUSTOMER,nie chcę się zadłużać
20240815_0443,5,ADVISOR,warto porównać z obecną ofertą proszę posłuchać oferty
20240815_0443,6,CUSTOMER,nie wiem
20240815_0443,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0443,8,CUSTOMER,hmm może warto
20240815_0444,1,ADVISOR,halo dzień dobry tu agnieszka dąbrowska z banku ing rozmawiam z panem/panią maria?
20240815_0444,2,CUSTOMER,tak słucham
20240815_0444,3,ADVISOR,dzwonię w sprawie limit debetowy
20240815_0444,4,CUSTOMER,to za skomplikowane
20240815_0444,5,ADVISOR,może wyjaśnię szczegóły to naprawdę warto
20240815_0444,6,CUSTOMER,nie wiem
20240815_0444,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0444,8,CUSTOMER,ok przekonał mnie pan
20240815_0445,1,ADVISOR,halo dzień dobry tu marcin dąbrowski z banku ing rozmawiam z panem/panią adam?
20240815_0445,2,CUSTOMER,tak słucham
20240815_0445,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0445,4,CUSTOMER,nie mam czasu
20240815_0445,5,ADVISOR,to bezpieczne rozwiązanie to naprawdę warto
20240815_0445,6,CUSTOMER,nie wiem
20240815_0445,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0445,8,CUSTOMER,hmm może warto
20240815_0446,1,ADVISOR,halo dzień dobry tu michał rutkowski z banku pocztowy rozmawiam z panem/panią piotr?
20240815_0446,2,CUSTOMER,tak słucham
20240815_0446,3,ADVISOR,dzwonię w sprawie karta kredytowa
20240815_0446,4,CUSTOMER,to za duże zobowiązanie
20240815_0446,5,ADVISOR,nasze warunki są bardzo konkurencyjne może wyjaśnię szczegóły?
20240815_0446,6,CUSTOMER,nie wiem
20240815_0446,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0446,8,CUSTOMER,hmm może warto
20240815_0447,1,ADVISOR,halo dzień dobry tu rafał nowicki z banku millennium rozmawiam z panem/panią sebastian?
20240815_0447,2,CUSTOMER,tak słucham ale prowadzę auto nie powinienem rozmawiać
20240815_0447,3,ADVISOR,dzwonię w sprawie refinansowanie
20240815_0447,4,CUSTOMER,nie jestem zainteresowany
20240815_0447,5,ADVISOR,może wyjaśnię szczegóły proszę posłuchać oferty
20240815_0447,6,CUSTOMER,hmm
20240815_0447,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0447,8,CUSTOMER,może faktycznie
20240815_0448,1,ADVISOR,halo dzień dobry tu katarzyna wiśniewska z banku getin rozmawiam z panem/panią piotr?
20240815_0448,2,CUSTOMER,tak słucham
20240815_0448,3,ADVISOR,dzwonię w sprawie kredyt gotówkowy
20240815_0448,4,CUSTOMER,to za duże zobowiązanie
20240815_0448,5,ADVISOR,warto porównać z obecną ofertą to naprawdę warto
20240815_0448,6,CUSTOMER,hmm
20240815_0448,7,ADVISOR,rozumiem ale to bardzo korzystne warunki
20240815_0448,8,CUSTOMER,może faktycznie
20240815_0449,1,ADVISOR,halo dzień dobry tu barbara nowak z banku ing rozmawiam z panem/panią marta?
20240815_0449,2,CUSTOMER,tak słucham
20240815_0449,3,ADVISOR,dzwonię w sprawie terminal płatniczy
20240815_0449,4,CUSTOMER,nie jestem zainteresowany
20240815_0449,5,ADVISOR,można to dostosować do pana potrzeb proszę posłuchać oferty
20240815_0449,6,CUSTOMER,nie jestem przekonany
20240815_0449,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0449,8,CUSTOMER,hmm może warto
20240815_0450,1,ADVISOR,halo dzień dobry tu agnieszka dąbrowska z banku credit agricole rozmawiam z panem/panią tomasz?
20240815_0450,2,CUSTOMER,tak słucham
20240815_0450,3,ADVISOR,dzwonię w sprawie pożyczka
20240815_0450,4,CUSTOMER,nie potrzebuję tego teraz
20240815_0450,5,ADVISOR,może wyjaśnię szczegóły proszę posłuchać oferty
20240815_0450,6,CUSTOMER,może
20240815_0450,7,ADVISOR,rozumiem ale oszczędzi pan dużo pieniędzy
20240815_0450,8,CUSTOMER,ok przekonał mnie pan
20240815_0451,1,ADVISOR,halo dzień dobry tu adam wiśniewski z banku alior rozmawiam z panem/panią tomasz?
20240815_0451,2,CUSTOMER,tak słucham
20240815_0451,3,ADVISOR,dzwonię w sprawie konto oszczędnościowe
20240815_0451,4,CUSTOMER,to za duże zobowiązanie
20240815_0451,5,ADVISOR,nasze warunki są bardzo konkurencyjne proszę posłuchać oferty
20240815_0451,6,CUSTOMER,nie jestem przekonany
20240815_0451,7,ADVISOR,rozumiem ale to bezpieczne rozwiązanie
20240815_0451,8,CUSTOMER,może faktycznie
20240815_0452,1,ADVISOR,halo dzień dobry tu rafał nowicki z banku eurobank rozmawiam z panem/panią jan?
20240815_0452,2,CUSTOMER,tak słucham
20240815_0452,3,ADVISOR,dzwonię w sprawie karta platinium
20240815_0452,4,CUSTOMER,to za duże zobowiązanie
20240815_0452,5,ADVISOR,warto porównać z obecną ofertą to naprawdę warto
